Date,Close,High,Low,Open,Volume
5/9/1986,0.067579597,0.068111686,0.067579597,0.068111686,6076800
5/12/1986,0.068111643,0.069707909,0.067579554,0.067579554,10483200
5/13/1986,0.068643726,0.069175815,0.068111638,0.068111638,3830400
5/14/1986,0.068111643,0.068643732,0.068111643,0.068643732,9302400
5/15/1986,0.068111643,0.069175821,0.068111643,0.068111643,3801600
5/16/1986,0.068643726,0.070239993,0.068111638,0.068111638,11952000
5/19/1986,0.067579597,0.068643775,0.067047508,0.068643775,11001600
5/20/1986,0.067047469,0.067579558,0.066515381,0.067579558,61977600
5/21/1986,0.065983266,0.067579531,0.065983266,0.067047443,8092800
5/22/1986,0.065983266,0.066515354,0.065983266,0.065983266,4406400
5/23/1986,0.065983266,0.067047443,0.065983266,0.065983266,4089600
5/27/1986,0.068111643,0.068111643,0.065983288,0.065983288,13881600
5/28/1986,0.070239998,0.070239998,0.068111643,0.068111643,15523200
5/29/1986,0.071836852,0.072901029,0.069707885,0.070239974,45676800
5/30/1986,0.074497342,0.07556152,0.072368987,0.072368987,27072000
6/2/1986,0.072368957,0.074497312,0.072368957,0.074497312,19728000
6/3/1986,0.072368957,0.072368957,0.071304168,0.072368957,5011200
6/4/1986,0.071836852,0.072901029,0.071304151,0.07236894,4723200
6/5/1986,0.072901048,0.072901048,0.07130417,0.07183687,13708800
6/6/1986,0.072901048,0.072901048,0.07183687,0.072901048,3427200
6/9/1986,0.069707923,0.072901068,0.069707923,0.072901068,12672000
6/10/1986,0.069707923,0.069707923,0.068643745,0.069707923,3427200
6/11/1986,0.069707923,0.069707923,0.068643745,0.069707923,2304000
6/12/1986,0.067047469,0.069707913,0.066515381,0.069707913,13708800
6/13/1986,0.067047469,0.067579558,0.066515381,0.067047469,7891200
6/16/1986,0.066515356,0.067579533,0.065983268,0.067047445,9590400
6/17/1986,0.067579597,0.068643775,0.067047508,0.067047508,13075200
6/18/1986,0.067047469,0.067579558,0.065983292,0.067579558,4348800
6/19/1986,0.066515356,0.067579533,0.065983268,0.067047445,8467200
6/20/1986,0.066781417,0.067047459,0.06651537,0.06651537,3801600
6/23/1986,0.067579597,0.067579597,0.065451241,0.066781466,46195200
6/24/1986,0.067047469,0.068111647,0.066515381,0.067579558,14572800
6/25/1986,0.065983266,0.067579531,0.065983266,0.067047443,15235200
6/26/1986,0.063854918,0.066515361,0.063854918,0.065983272,19152000
6/27/1986,0.063322857,0.064387035,0.062790768,0.063854946,10396800
6/30/1986,0.065451182,0.067047448,0.062790739,0.063322828,62352000
7/1/1986,0.065451182,0.065451182,0.064919094,0.065451182,47577600
7/2/1986,0.065451182,0.065451182,0.064919094,0.065451182,52617600
7/3/1986,0.066515356,0.067047445,0.065983268,0.065983268,14140800
7/7/1986,0.063854918,0.066515361,0.063854918,0.066515361,14054400
7/8/1986,0.062258653342723846,0.063854919,0.061725952705663105,0.063854919,14256000
7/9/1986,0.059597596526145935,0.062258652,0.059065507914885615,0.062258652,46137600
7/10/1986,0.058001343,0.060129698,0.0553409,0.059597609,46886400
7/11/1986,0.059597596526145935,0.060661774,0.058001331,0.058001331,17395200
7/14/1986,0.058799464255571365,0.060129688133628845,0.058001334,0.058001334,28598400
7/15/1986,0.059597596526145935,0.060661774,0.058001331,0.058799461,13190400
7/16/1986,0.061725955456495285,0.061725955456495285,0.06012969,0.06012969,9360000
7/17/1986,0.062790751,0.062790751,0.061193873326426555,0.061725962033042016,6940800
7/18/1986,0.063322857,0.063854946,0.06119389,0.062790768,12326400
7/21/1986,0.063322857,0.064387035,0.063322857,0.063322857,3513600
7/22/1986,0.065451182,0.065451182,0.063322828,0.063322828,10512000
7/23/1986,0.063854918,0.066515361,0.063854918,0.065451184,20793600
7/24/1986,0.065983266,0.067047443,0.064919089,0.064919089,14140800
7/25/1986,0.066515356,0.067047445,0.065983268,0.065983268,20448000
7/28/1986,0.064919129,0.066515396,0.064919129,0.066515396,11808000
7/29/1986,0.063322857,0.065451212,0.062258679,0.064919124,14054400
7/30/1986,0.061193876,0.063322843,0.059065521,0.063322843,26409600
7/31/1986,0.060661782,0.061725959,0.060661781579256065,0.06119387,15638400
8/1/1986,0.060129706,0.061193883,0.059597617,0.060661795,12902400
8/4/1986,0.060129706,0.060129706,0.058533439,0.060129706,12441600
8/5/1986,0.059597596526145935,0.060661774,0.059597596526145935,0.060129685,2822400
8/6/1986,0.059065521,0.060129698,0.058001343309386263,0.059597609,18316800
8/7/1986,0.058533426374197006,0.059597604,0.058001338,0.059065515,3657600
8/8/1986,0.059065521,0.060129698,0.058533432,0.058533432,4147200
8/11/1986,0.061193876,0.061725964698044526,0.060129698509279766,0.060129698509279766,7948800
8/12/1986,0.062790751,0.062790751,0.061193873326426555,0.061193873326426555,9993600
8/13/1986,0.063322857,0.063322857,0.062258679,0.062790768,6883200
8/14/1986,0.064919129,0.065451218,0.063322862,0.063322862,20131200
8/15/1986,0.065185145,0.065451187,0.064387009,0.064919098,6105600
8/18/1986,0.064387031,0.065451209,0.064387031,0.065185166,12787200
8/19/1986,0.064387031,0.064653078,0.063322853,0.064387031,20390400
8/20/1986,0.063854918,0.064387006,0.063854918,0.064387006,20764800
8/21/1986,0.063854918,0.064919095,0.063854918,0.063854918,49536000
8/22/1986,0.062790751,0.064387018,0.061725962033042016,0.063854929,5760000
8/25/1986,0.062790751,0.062790751,0.061725962033042016,0.062790751,2419200
8/26/1986,0.062258653342723846,0.062790742,0.062258653342723846,0.062790742,10857600
8/27/1986,0.062258653342723846,0.062790742,0.061725952705663105,0.062258653342723846,9532800
8/28/1986,0.062258653342723846,0.062790742,0.062258653342723846,0.062258653342723846,3427200
8/29/1986,0.060661782,0.062790748,0.059597604,0.062258659630003425,25430400
9/2/1986,0.059065521,0.060661787,0.058267385,0.060661787,5212800
9/3/1986,0.057469245,0.058533422,0.055872979130232814,0.058533422,18316800
9/4/1986,0.062258653342723846,0.062258653342723846,0.058533421,0.058533421,39427200
9/5/1986,0.064919129,0.064919129,0.061725984,0.062258685,26352000
9/8/1986,0.064387031,0.065451209,0.064387031,0.06491912,9619200
9/9/1986,0.065451182,0.067047448,0.064387005,0.064387005,37526400
9/10/1986,0.064387031,0.065983297,0.064387031,0.065451209,10886400
9/11/1986,0.061725955456495285,0.064919099,0.061725955456495285,0.064387011,35654400
9/12/1986,0.060129706,0.062258673004549694,0.060129706,0.061725972,24451200
9/15/1986,0.061193876,0.061193875968456275,0.059065521,0.060129698509279766,22492800
9/16/1986,0.061193876,0.061725964698044526,0.060129698509279766,0.061193875968456275,5184000
9/17/1986,0.062790751,0.063854929,0.060661784619811095,0.061193873326426555,8035200
9/18/1986,0.063322857,0.064387035,0.062790768,0.062790768,5356800
9/19/1986,0.063322857,0.063854946,0.062790768,0.063322857,2505600
9/22/1986,0.062790751,0.06332284,0.062790751,0.06332284,4492800
9/23/1986,0.063854918,0.064387006,0.062790741,0.062790741,5961600
9/24/1986,0.063056834,0.063854965,0.062790787,0.063854965,4780800
9/25/1986,0.061725955456495285,0.063322833,0.061725955456495285,0.063056791,5155200
9/26/1986,0.061725955456495285,0.062258656,0.061193867,0.061725955456495285,2332800
9/29/1986,0.060129706,0.061725972,0.060129706,0.061725972,6192000
9/30/1986,0.060129706,0.061193883,0.060129706,0.060129706,5184000
10/1/1986,0.059597596526145935,0.061193862,0.058533419,0.060129685,32428800
10/2/1986,0.059597596526145935,0.060661774,0.059065507914885615,0.059597596526145935,22723200
10/3/1986,0.060129706,0.060661795,0.059597617,0.059597617,14716800
10/6/1986,0.064919129,0.065983307,0.061725984,0.061725984,85334400
10/7/1986,0.066249318,0.067579538,0.064919095,0.064919095,59788800
10/8/1986,0.068111643,0.068909774,0.065451199,0.066249335,119606400
10/9/1986,0.070239998,0.071836877,0.068111643,0.068111643,92563200
10/10/1986,0.073433153,0.07502942,0.069175831,0.070240008,76752000
10/13/1986,0.070239998,0.073433143,0.070239998,0.073433143,27129600
10/14/1986,0.071304195,0.071836896,0.070772106,0.070772106,12873600
10/15/1986,0.074497342,0.075029431,0.071304197,0.071304197,63532800
10/16/1986,0.074497342,0.075029431,0.073965253,0.074497342,21859200
10/17/1986,0.076625668,0.077157752,0.074497313,0.074497313,124444800
10/20/1986,0.077157751,0.078221928,0.075029401,0.076625667,43545600
10/21/1986,0.080350295,0.080350295,0.077689855,0.077689855,112377600
10/22/1986,0.080350295,0.08114843,0.079818211,0.080350295,54576000
10/23/1986,0.080350295,0.080882388,0.079552168,0.080350295,70444800
10/24/1986,0.079818197,0.080350281,0.077689842,0.080350281,101376000
10/27/1986,0.082479276,0.082479276,0.080350299,0.080350299,125654400
10/28/1986,0.084341571,0.085671799,0.082479267,0.082479267,142646400
10/29/1986,0.081947185,0.084607634,0.080882395,0.084341582,53222400
10/30/1986,0.083543427,0.084607605,0.081415073,0.081947157,44380800
10/31/1986,0.082479276,0.084607631,0.081947182,0.083543453,63734400
11/3/1986,0.084075525,0.084607619,0.083011348,0.083011348,42192000
11/4/1986,0.08726804,0.08726804,0.084075508,0.084075508,54403200
11/5/1986,0.092589557,0.09312165,0.086735965,0.087268058,45100800
11/6/1986,0.094717883,0.096846237,0.092057444,0.092589528,72576000
11/7/1986,0.094185777,0.095249954,0.092589507,0.094717861,44323200
11/10/1986,0.090460591,0.094185829,0.089928498,0.094185829,28684800
11/11/1986,0.09099327,0.092057447,0.09099327,0.09099327,11894400
11/12/1986,0.09099327,0.093121625,0.089928472,0.09099327,34156800
11/13/1986,0.089662477,0.091525403,0.089396435,0.090993318,30211200
11/14/1986,0.090460591,0.090460591,0.087800143,0.089662456,18720000
11/17/1986,0.09099327,0.092057447,0.089396388,0.090460565,24307200
11/18/1986,0.086203873,0.091525372,0.086203873,0.090993288,59673600
11/19/1986,0.089396432,0.089928516,0.086203899,0.086203899,48729600
11/20/1986,0.096314177,0.096314177,0.089396416,0.089396416,98179200
11/21/1986,0.099506706,0.10057150458286543,0.096846267,0.096846267,91065600
11/24/1986,0.10748866200447083,0.1080207461990236,0.096314181,0.099506714,173836800
11/25/1986,0.10855286568403244,0.10908495000679169,0.1069565944467651,0.10748868790401915,95788800
11/26/1986,0.10748866200447083,0.1090849237226218,0.10748866200447083,0.10855284,38793600
11/28/1986,0.10589238256216049,0.10802073743671123,0.10482821425937701,0.10748865328531948,41328000
12/1/1986,0.10376405715942383,0.10642449670680135,0.10323196376925212,0.10589240331662965,40291200
12/2/1986,0.10429611057043076,0.10642446523268778,0.10429611057043074,0.10429611057043074,28771200
12/3/1986,0.10349800437688828,0.10536031751339464,0.10323196225295693,0.10429613988317579,35164800
12/4/1986,0.10482820868492126,0.10589237693111543,0.10269985392355019,0.1034979801081958,42508800
12/5/1986,0.10429611057043076,0.10536028790155927,0.10429611057043074,0.10482820380324048,107510400
12/8/1986,0.10323195904493332,0.10536031423923052,0.10163569721645704,0.10429613664208191,22665600
12/9/1986,0.10269985347986221,0.10376403085595026,0.10216776022457252,0.10323193760066057,16099200
12/10/1986,0.10349800437688828,0.10376405563531313,0.10163570037487542,0.10269987800509427,27590400
12/11/1986,0.10429611057043076,0.10482820380324048,0.10323193323930223,0.10349797528846162,11635200
12/12/1986,0.10057148337364197,0.10429609905407491,0.10057148337364197,0.10429609905407491,25286400
12/15/1986,0.097910419,0.10110356260636279,0.096314149,0.10057147859209391,50774400
12/16/1986,0.098974623,0.10057150553645304,0.098442529,0.098442529,77299200
12/17/1986,0.1000387892127037,0.1005714944562888,0.098974612,0.098974612,23356800
12/18/1986,0.10083752870559692,0.10110357073411859,0.099506688,0.10003878147469497,12672000
12/19/1986,0.10323195904493332,0.10429613664208191,0.10110360385063612,0.10110360385063612,56592000
12/22/1986,0.10429611057043076,0.10536028790155927,0.10323193323930223,0.10323193323930223,18316800
12/23/1986,0.10536029934883118,0.10536029934883118,0.10429612190208104,0.10429612190208104,23788800
12/24/1986,0.1050942912697792,0.10536033343391096,0.10482824910564748,0.10536033343391096,7027200
12/26/1986,0.10482820868492126,0.10589237693111543,0.10482820868492126,0.1050942507464698,3715200
12/29/1986,0.10057148337364197,0.10589236030726334,0.10057148337364197,0.10482819222813103,41702400
12/30/1986,0.10163567215204239,0.10216775625215259,0.099506696,0.10057149481733099,25401600
12/31/1986,0.10269985347986221,0.10429611497674861,0.10163567610377418,0.10163567610377418,23356800
1/2/1987,0.10163567215204239,0.10376402682146517,0.10110357891744119,0.10269984948675377,12643200
1/5/1987,0.10748866200447083,0.10855284,0.10110359686288169,0.10163569019192709,48499200
1/6/1987,0.10908492654561996,0.10961701988843535,0.10695657144334408,0.10748866478615948,40032000
1/7/1987,0.11493849009275436,0.11493849009275436,0.10908489848878311,0.10908489848878311,60998400
1/8/1987,0.11866313219070435,0.11972793084853582,0.11547059965368274,0.11547059965368274,61488000
1/9/1987,0.12345252186059952,0.12398461507318653,0.11813102339631144,0.11866310747440785,63705600
1/12/1987,0.13143442571163177,0.13249860265895938,0.12238830508142982,0.12345248202875743,128793600
1/13/1987,0.12770923972129822,0.13037029970736136,0.12558088499497433,0.13037029970736136,76320000
1/14/1987,0.12770923972129822,0.12824132383563358,0.12504879174614775,0.12770923972129822,69465600
1/15/1987,0.13462701439857483,0.13781954682890202,0.12770925335580074,0.12770925335580074,117014400
1/16/1987,0.13143442571163177,0.13462694741912692,0.12877336676539544,0.13462694741912692,65433600
1/19/1987,0.13622328639030457,0.13622328639030457,0.12877343197576055,0.13143449226954745,88243200
1/20/1987,0.13835161924362183,0.1415447632027664,0.13569117138616058,0.13622326461144915,95760000
1/21/1987,0.1442052572965622,0.14792988390026326,0.13569122348783272,0.13835167236683268,108489600
1/22/1987,0.15857279300689697,0.15910487699275278,0.13994847419410067,0.1442051734844142,116035200
1/23/1987,0.14367318153381348,0.16495796131412135,0.14367318153381348,0.15857289458672313,317894400
1/26/1987,0.14633357524871826,0.1479298459939807,0.13994851967114444,0.1447373136379478,116553600
1/27/1987,0.15218715369701385,0.15431549926913113,0.14633356167568815,0.14633356167568815,114105600
1/28/1987,0.15271922945976257,0.15484758392274692,0.14792981533996583,0.1521871362767714,76723200
1/29/1987,0.14633357524871826,0.15431551358251827,0.14314105202717733,0.1527192611062398,79228800
1/30/1987,0.15564577281475067,0.1559118057962702,0.14420524020123424,0.14633359539832294,104169600
2/2/1987,0.15537965297698975,0.15857279637416233,0.15537965297698975,0.1556457041100562,46915200
2/3/1987,0.15271922945976257,0.15697593838573126,0.15005878181378707,0.15537966797124794,59328000
2/4/1987,0.15325133502483368,0.1537834191480396,0.15112298026302717,0.15271925090162775,31737600
2/5/1987,0.15218715369701385,0.15431549926913113,0.1505908922343031,0.15325133105031807,42652800
2/6/1987,0.1465996354818344,0.15298531259772977,0.14580150006009954,0.15218717717599486,45619200
2/9/1987,0.14526943862438202,0.14633361637547795,0.14447131216193101,0.14633361637547795,136080000
2/10/1987,0.14580148458480835,0.14580148458480835,0.14207686823619525,0.14526939131529698,44668800
2/11/1987,0.15271922945976257,0.15271922945976257,0.1463335449254825,0.1463335449254825,60307200
2/12/1987,0.1633615791797638,0.16415971426256057,0.15271920564784958,0.15271920564784958,185731200
2/13/1987,0.16176539659500122,0.16549000421863772,0.15804077070237954,0.16336164917556606,81763200
2/17/1987,0.16282956302165985,0.16336164720877547,0.15804076879964957,0.16176539464742867,70732800
2/18/1987,0.15271922945976257,0.16548995911401546,0.1521871362767714,0.1628295206025301,128592000
2/19/1987,0.14633357524871826,0.1521871678129883,0.1447373136379478,0.1521871678129883,317750400
2/20/1987,0.1447373628616333,0.14633362501527608,0.14260900723377956,0.14633362501527608,87897600
2/23/1987,0.1537834107875824,0.1559117654336806,0.14154476412887365,0.14473729609802094,125913600
2/24/1987,0.16123329102993011,0.16176539348219782,0.15378343651153095,0.15378343651153095,120816000
2/25/1987,0.15857279300689697,0.16415972053082803,0.1575080038899315,0.16123323120515404,65001600
2/26/1987,0.16442586481571198,0.16921528108512604,0.15537973770980423,0.15857288284828608,145209600
2/27/1987,0.1633615791797638,0.1654899333108961,0.16070114108309277,0.16442576537981862,37555200
3/2/1987,0.15857279300689697,0.1633615854175553,0.1575080038899315,0.1633615854175553,79516800
3/3/1987,0.15857279300689697,0.16016906323344243,0.1564438176492418,0.15857279300689697,81100800
3/4/1987,0.16974729299545288,0.17027937705589707,0.158040731,0.15857281523588118,98179200
3/5/1987,0.17772924900054932,0.18145387436286065,0.16974731128173762,0.16974731128173762,128188800
3/6/1987,0.1771971434354782,0.17879341386454517,0.17293981332528727,0.1777292274888404,63561600
3/9/1987,0.17400400340557098,0.1777292312727302,0.17293981700720948,0.17719714720803983,38275200
3/10/1987,0.17932553589344025,0.18145389082658833,0.17347193411457282,0.174004037,74102400
3/11/1987,0.1819859892129898,0.18305015762822568,0.17985763411353234,0.18198598921298978,43862400
3/12/1987,0.1827840805053711,0.18411429983757943,0.17772923608159064,0.18198594525224984,71337600
3/13/1987,0.1761324107646942,0.18411435008154162,0.1724077846566887,0.1827841303863224,105120000
3/16/1987,0.17506828904151917,0.17560037346334684,0.1697474082852566,0.17560037346334684,88473600
3/17/1987,0.1809217482805252,0.18198591626922025,0.17453606439615607,0.17506814839050358,54547200
3/18/1987,0.19049999117851257,0.1920962434697329,0.18198595140402649,0.18198595140402649,119347200
3/19/1987,0.19422470033168793,0.19422470033168793,0.18730754862285273,0.19050009142323296,62812800
3/20/1987,0.1920963078737259,0.19422466324457371,0.191032139,0.19422466324457371,38246400
3/23/1987,0.19076600670814514,0.19475666447600198,0.188903703,0.19209622596409742,67478400
3/24/1987,0.1920963078737259,0.1931604946936438,0.1862427231600435,0.1862427231600435,69609600
3/25/1987,0.19129818677902222,0.193160509,0.18996796685536488,0.19209632238701452,33840000
3/26/1987,0.18996791541576385,0.19156418619950946,0.1894358312441768,0.1912981349792237,33379200
3/27/1987,0.1952887922525406,0.19954610461053465,0.19103208277097197,0.19103208277097197,120873600
3/30/1987,0.20593181252479553,0.20593181252479553,0.18837166453615964,0.1952888136337889,186134400
3/31/1987,0.20593181252479553,0.21072060664861697,0.20327075222930582,0.20327075222930582,125337600
4/1/1987,0.1936924308538437,0.21018840095300256,0.1926282448477015,0.2059316934663818,259430400
4/2/1987,0.2022065967321396,0.20646392848053224,0.1968857176131071,0.1968857176131071,159955200
4/3/1987,0.2123168408870697,0.2133810090562406,0.20220653078966952,0.20220653078966952,155606400
4/6/1987,0.2112525999546051,0.21284887006557218,0.20752799405431754,0.21231678611824206,98956800
4/7/1987,0.20007824897766113,0.2112527120205718,0.2000782489776611,0.2112527120205718,73728000
4/8/1987,0.20593181252479553,0.20806016749860334,0.2000782289030864,0.2000782289030864,106214400
4/9/1987,0.2022065967321396,0.20593184422242647,0.2006103439578223,0.20593184422242647,71568000
4/10/1987,0.2035367637872696,0.2038027966890365,0.20167444212999602,0.20220652620251087,43372800
4/13/1987,0.19688566029071808,0.20327072433596635,0.19582087093894354,0.20327072433596635,50256000
4/14/1987,0.20007824897766113,0.203270773,0.19369256227006254,0.19688570706213782,87379200
4/15/1987,0.20433489978313446,0.20646387568571684,0.20167446090391822,0.20167446090391822,95961600
4/16/1987,0.20965641736984253,0.21391310862360194,0.20380281606341227,0.20433490018650935,188092800
4/20/1987,0.20380288362503052,0.21178482406990004,0.203270799,0.2096564868719579,100310400
4/21/1987,0.20699600875377655,0.20859227976635158,0.19954615333117837,0.20380286385205376,113184000
4/22/1987,0.20965641736984253,0.2101885014929396,0.2069959602163916,0.2069959602163916,74678400
4/23/1987,0.20965641736984253,0.21178475386223086,0.20646387609329453,0.20965641736984253,48326400
4/24/1987,0.21072059869766235,0.21178476700992055,0.2069959730667909,0.20965643038540419,54172800
4/27/1987,0.21072059869766235,0.21231686943503353,0.2069959730667909,0.21072059869766235,53107200
4/28/1987,0.22615239024162292,0.2266844926646452,0.2085922429845671,0.2107205978697047,111081600
4/29/1987,0.21976682543754578,0.23200547919163544,0.21976682543754575,0.22615249595434267,85161600
4/30/1987,0.22136293351650238,0.22615234768500986,0.21657414049332824,0.2197666813547646,88041600
5/1/1987,0.22349129617214203,0.22402339851448907,0.21870250297388602,0.22136294160969702,37843200
5/4/1987,0.22774870693683624,0.22934497799009393,0.2224272066390518,0.22349137516189857,34531200
5/5/1987,0.24637295305728912,0.24637295305728915,0.22828070644306359,0.22828070644306359,110995200
5/6/1987,0.2405194342136383,0.24850139210801972,0.23945526572392134,0.2463730368595988,153504000
5/7/1987,0.25169387459754944,0.2522259587552078,0.23892314232337386,0.240519395,289699200
5/8/1987,0.26925402879714966,0.272979276,0.2522259651467821,0.2522259651467821,150048000
5/11/1987,0.26180413365364075,0.26925398684119045,0.2615381007440161,0.26925398684119045,127382400
5/12/1987,0.2527579963207245,0.26446516015183696,0.249033372,0.2618041006319705,148464000
5/13/1987,0.2591438591480255,0.26020804626778277,0.2543550627816008,0.2543550627816008,73382400
5/14/1987,0.26127198338508606,0.2660613966493393,0.25914362930229434,0.25914362930229434,59961600
5/15/1987,0.253822923,0.2607400735269937,0.253822923,0.2607400735269937,84326400
5/18/1987,0.24530895054340363,0.2538229961687458,0.23839119484421664,0.2538229961687458,172598400
5/19/1987,0.23679473996162415,0.2453087607300505,0.23679473996162415,0.2453087607300505,78336000
5/20/1987,0.23306958377361298,0.23573064446885664,0.2282807889304018,0.23573064446885664,228355200
5/21/1987,0.23732681572437286,0.2399872541554902,0.2336015880830922,0.2336015880830922,93312000
5/22/1987,0.23040902614593506,0.23839098011899262,0.2293448581790158,0.23732679388309535,64627200
5/26/1987,0.23306958377361298,0.23413377055487505,0.22987705996780128,0.23040914422393868,46886400
5/27/1987,0.23306958377361298,0.23839110228751823,0.23200541526133817,0.23306958377361295,48758400
5/28/1987,0.24743708968162537,0.24796919194673267,0.23253738588561407,0.23306946988174299,108662400
5/29/1987,0.24530895054340363,0.2516940189030524,0.2447768660806815,0.24743730666328653,80380800
6/1/1987,0.2405194342136383,0.24530885010089487,0.24051943421363833,0.24530885010089487,30326400
6/2/1987,0.23945525288581848,0.24424466851629634,0.23626272931884387,0.2405194213184814,51552000
6/3/1987,0.2410515397787094,0.24424468470282232,0.24051943725812866,0.24051943725812866,21628800
6/4/1987,0.23945525288581848,0.2410515238037988,0.2378589819678382,0.2410515238037988,20390400
6/5/1987,0.23253753781318665,0.24051947892229397,0.22774874218132718,0.23945531023476535,59270400
6/8/1987,0.2336016744375229,0.23413375866664352,0.22881287983746462,0.23253748771029528,111571200
6/9/1987,0.23200537264347076,0.2341337275460428,0.23094118605769276,0.23360164338764577,25833600
6/10/1987,0.22029878199100494,0.23306951273642088,0.2155099886073688,0.2320053445484936,176256000
6/11/1987,0.20752811431884766,0.22508826493027195,0.20699601179418228,0.224023475,268704000
6/12/1987,0.20912426710128784,0.21604203507017283,0.20699591282717775,0.2075280150974392,196156800
6/15/1987,0.20912426710128784,0.21231680764694225,0.20486695567677438,0.20912426710128781,125222400
6/16/1987,0.21338102221488953,0.216042082,0.20859222862034507,0.2091243127377428,73526400
6/17/1987,0.22083084285259247,0.22136292689057852,0.21444517671348554,0.21444517671348554,71078400
6/18/1987,0.22322528064250946,0.223491314,0.21710626765013433,0.22029879060777016,56188800
6/19/1987,0.2224271446466446,0.22615237285291742,0.22136295815140847,0.22402341525500757,40809600
6/22/1987,0.22083084285259247,0.22349128131150253,0.21923459073863433,0.22349128131150253,87436800
6/23/1987,0.2187025249004364,0.22083087967626477,0.21391311,0.22083087967626477,100771200
6/24/1987,0.22295933961868286,0.22562040092182378,0.21976681508356563,0.21976681508356563,82684800
6/25/1987,0.2224271446466446,0.2234913128728983,0.22029878992515478,0.2224271446466446,44035200
6/26/1987,0.22295933961868286,0.22402352664304961,0.22083098383894087,0.22295933961868286,21945600
6/29/1987,0.22189515829086304,0.22295932698594312,0.21817053132010178,0.22295932698594312,25632000
6/30/1987,0.21710631251335144,0.22295927552331377,0.21657421001963884,0.22242719129858743,38332800
7/1/1987,0.2181703895330429,0.21976665980725119,0.21604203525709137,0.2165741192588346,21945600
7/2/1987,0.21284905076026917,0.21870263683336835,0.21018861049610488,0.21870263683336835,56880000
7/6/1987,0.20752811431884766,0.21497734870530216,0.20646392753850423,0.21231690915792464,65491200
7/7/1987,0.1920963078737259,0.2069960194918564,0.19050005504733106,0.2069960194918564,197078400
7/8/1987,0.198481947,0.20167447033415334,0.18837165417062382,0.19369253217785887,193449600
7/9/1987,0.20380288362503052,0.2085923,0.19848200409219752,0.1995461726911686,92707200
7/10/1987,0.20646391808986664,0.20752810482150846,0.2000782496304211,0.20273868905604597,75830400
7/13/1987,0.2112525999546051,0.21178468390193522,0.20433483268717448,0.20646380789068058,48326400
7/14/1987,0.22349129617214203,0.22402339851448907,0.21178473406782897,0.21284892,152812800
